zone,time_slice,event_count_disc,fatalities_sum_disc,battle_count_disc,violent_event_count_disc,protest_riot_count_disc,remote_violence_count_disc,violent_event_ratio_disc,fatalities_per_event_disc,acled_tension_disc,border_conflict_risk_disc
Zone_4,2012-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2012-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2012-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2012-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2012-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2012-12,Low,Medium,Low,Medium,Low,Low,High,Medium,Low,Low
Zone_4,2013-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2013-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-01,Low,Medium,Low,Low,Low,Low,Low,High,Low,Low
Zone_4,2014-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-05,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,Low,Low
Zone_4,2014-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2014-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2015-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2015-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2015-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2015-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2015-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-05,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2016-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2016-12,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2017-01,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2017-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2017-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2017-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2017-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2017-12,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2018-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2018-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2018-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2019-01,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2019-02,Medium,Low,Low,Medium,Medium,Low,Medium,Low,Low,Low
Zone_4,2019-03,Low,Low,Medium,Medium,Low,Low,High,Low,Low,Low
Zone_4,2019-06,Low,Low,Low,Medium,Low,Low,High,Low,Low,Low
Zone_4,2019-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2019-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2019-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-01,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2020-12,Low,Low,Low,Medium,Low,Low,High,Low,Low,Low
Zone_4,2021-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-05,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2021-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-09,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2021-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2021-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2022-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2022-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2022-11,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2023-02,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low
Zone_4,2023-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2023-10,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low
Zone_4,2024-01,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2024-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
Zone_4,2024-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
